APURCH,unique,age,gendf,gendm,pcode,atmcrd,paydep,BALCHQ,BALSAV,TOTDEP,BALLOAN,BALLOC,BALMRGG,NEWLOC,NEWMRGG,TXBRAN,TXATM,TXPOS,TXCHQ,TXWEB,TXTEL,TOTSERV,CH_NM_SERV,CH_NM_PRD,valsegm,N_IND_INC_,numrr_1,numcon_1,avginc_1,avginv_1
Y,22383,40,0,1,V3C6J3,1,0,0.699166667,1453.84,1508.104167,,1907.656667,,0,0,0.916666667,0.833333333,0,0.166666667,0.083333333,0,4,0,0,D,800,340,2045,49666.25,12025
Y,22384,62,0,1,V7J2T5,1,0,2093.685,0,14765.1525,,818.5333333,229018.8992,0,0,0.666666667,4.333333333,4.833333333,3.833333333,5.083333333,0,6,0,0,A,520,250,1355,39055.76923,3618.75
Y,22416,44,1,0,V5R4K5,1,0,7153.628333,0.03,45040.63917,,0,250752.79,0,0,7.583333333,1,3.583333333,3.5,3.666666667,0,4.2,-2,-5,D,940,350,1171,21682.97872,2254.761905
N,22417,36,1,0,V2X0T2,1,1,607.9708333,1064.564167,1752.3775,11996.78333,251.6608333,,0,0,1.083333333,4.416666667,46.16666667,3.5,6.333333333,0,5,0,0,D,720,,,29813.88889,1771.428571
Y,22454,33,0,1,V2X4X7,1,0,485.9425,26.92,637.1775,,0,,1,0,0.166666667,6.5,7.916666667,0.083333333,0,0,3.8,1,1,D,750,420,1739,32086.66667,3972.727273
N,22516,46,0,1,V5A4E2,1,1,2434.2575,1120.853333,3608.148333,,71.095,,0,0,0.166666667,5.583333333,3.25,2.75,5.416666667,0,4,0,0,D,920,380,1509,32379.34783,1550
Y,22577,44,1,0,V1M3K2,1,1,0,110.7358333,237.5433333,469.8708333,5646.754167,106367.4783,0,0,1.166666667,11.58333333,0,2.916666667,0,0,6,0,0,C,13750,5740,27944,37751.63636,3879.678363
N,22584,44,0,1,V6M3J2,1,0,1360.305,380.6016667,153324.3133,,0,,0,0,2.166666667,0.5,1.25,0.25,1.583333333,0,5,0,-1,C,420,210,1656,62002.38095,14210
N,22594,48,0,1,V3S9E7,1,0,3.909166667,81.9275,144.4341667,,147.685,,0,0,0.333333333,13.16666667,18.16666667,1.333333333,0,0,4,0,0,D,570,220,934,33947.36842,2024
N,22650,46,0,1,V5E1J7,1,0,70.2075,0,10985.94083,,2445.119167,,0,0,1.083333333,16.41666667,16.16666667,1.166666667,0,0,4.7,-1,-1,D,1170,,,32664.10256,1537.254902
Y,22708,22,0,1,V4N2M9,1,0,0,203.4083333,253.7233333,,401.6333333,,0,0,2.083333333,14.91666667,8.083333333,0,0,0,4,0,-1,D,880,350,1559,28793.18182,2191.111111
Y,22756,36,1,0,V3E2Y1,1,1,112.525,0,195.265,,1360.926667,230914.1367,0,0,1.166666667,2.166666667,0.75,0.25,1.166666667,0,5,0,0,A,13940,6000,29947,35419.65567,3462.994012
Y,22783,54,0,1,V3J2S5,1,0,351.2625,0,8599.181667,,61.99416667,71574.1075,0,0,0.583333333,1.416666667,0,0,0,0,5.3,1,0,C,750,230,935,26650.66667,2918.518519
Y,22787,36,1,0,V6K3G2,1,1,0,0,100.735,13392.01583,3255.263333,,0,0,0.75,5.833333333,19.25,1.5,0.083333333,0,5,0,0,D,700,360,2189,43761.42857,4670.731707
Y,22803,33,1,0,V3S8P1,1,1,192.5383333,1184.345833,2841.055833,1855.955,3422.519167,218104.7742,0,0,1.333333333,7.166666667,32.91666667,1.166666667,1.75,0,5.4,-2,-8,B,650,270,1153,38004.61539,2048.148148
N,22839,26,1,0,V6G1W7,1,1,104.5366667,86.75916667,244.0033333,,1596.974167,,0,0,0.833333333,8.416666667,12.08333333,1.166666667,4.833333333,0,4,0,0,D,440,160,699,30829.54546,3364.285714
N,22850,39,0,1,V3X1Z5,1,1,3542.138333,0.005,5335.46,,280.9275,,0,0,2.75,3.166666667,18.66666667,7.5,0,0,3.4,2,4,D,830,430,2655,41498.79518,4023.4375
Y,22863,28,0,1,V6A4G8,0,0,0,0,40.6425,,8799.961667,,0,0,0,0,0,0.166666667,0,0,4,0,0,D,410,110,382,21000,3345.454546
N,22867,48,0,1,V2R5L3,1,0,2.125,0,71.0775,,110305.9558,,0,0,4.583333333,0.5,23.41666667,8.416666667,4.083333333,0,4,0,1,B,2700,890,3770,29513.33333,2806.060606
N,22896,39,1,0,V3W5Y4,1,0,16.11083333,0,80.28083333,,579.8066667,,0,0,0.583333333,11.25,22.16666667,2.25,4.416666667,0,4,0,0,D,590,150,409,22381.35593,1800
Y,22956,37,0,1,V5B3K8,1,0,0,400.01,120.8608333,33120.65917,5117.970833,,0,0,0.583333333,3.916666667,0.5,0.083333333,0,0,4.2,1,1,B,730,300,1492,27890.41096,2982.051282
Y,22965,62,1,0,V3E2W8,1,0,5149.296667,427.8725,13008.625,2814.735,0,,0,0,3.416666667,1.083333333,13.91666667,5.333333333,2.083333333,0,6,0,0,D,13940,6000,29947,35419.65567,3462.994012
Y,22976,33,1,0,V2B4T7,1,0,406.2816667,1375.1975,24858.13667,,15811.94182,,1,0,0.25,1,0,0.166666667,0,0,5,0,3,D,540,180,691,25937.03704,1789.473684
N,23004,42,1,0,V7G2J4,1,1,3706.095833,0,73659.86167,,0,,0,0,0.5,0,0,0,0,0.083333333,4.9,-1,-2,C,910,420,2332,42619.78022,2060
N,23093,38,0,1,V7L2Z4,1,0,392.1433333,0.855,521.255,,668.3508333,394678.835,0,0,0.333333333,9.583333333,2.333333333,0.166666667,5,0.083333333,5,0,0,A,840,290,1705,31386.90476,2728.888889
Y,23095,33,0,1,V3V4N7,1,0,4710.551818,554.3058333,4996.3075,4886.8,0,168444.5525,1,0,5.25,7.666666667,0.333333333,3.75,0,0,5.3,-1,3,A,850,240,696,22931.76471,1528
Y,23149,27,1,0,V8T1E1,1,0,196.3791667,1.16,1513.923333,,707.2283333,,0,0,1.666666667,5,15.16666667,2.666666667,2.5,0,4.1,-1,-1,D,100,40,142,30440,14533.33333
Y,23189,40,0,1,V3C6B2,1,1,2534.1,10,6652.233333,34638.905,0,,0,0,2.25,5.333333333,30.41666667,4.75,2.916666667,0,5.5,0,0,C,1030,460,2221,39440.7767,3367.241379
Y,23211,34,0,1,V3V1S1,1,0,3968.7475,3403.510833,7449.298333,,1.89,,0,0,3,2.25,5.166666667,4.833333333,0,0,4,0,2,D,1130,350,1294,23838.93805,1812.820513
N,23265,37,1,0,V7L3C9,1,0,9.125,0,1392.9775,3941.378,0,,1,0,0.166666667,0,0,0,0,0,4.5,-1,1,D,620,320,1496,37377.41936,4210.810811
Y,23277,30,0,1,V6K2X5,1,1,1296.230833,107.9725,1456.243333,,0,,1,0,0.666666667,8.083333333,17.16666667,2.416666667,2.583333333,0,3.1,1,2,D,660,300,1645,40333.33333,4476.31579
Y,23301,38,1,0,V7N2K2,1,0,1044.758333,0,1096.805833,,91.66666667,,0,0,0,9.166666667,34,3,6.166666667,0,3.1,1,1,D,700,210,1421,38830,6162.790698
N,23379,43,0,1,V5A1C8,1,1,973.255,6.04,1038.255,,1784.911667,,0,0,0,9.666666667,5.5,9.75,5.416666667,0,4,0,0,D,640,330,1625,34203.125,7168.627451
Y,23433,27,0,1,V5B2S6,1,0,840.1683333,249.0257143,1075.615833,25488.96,3913.7375,231594.8633,0,0,10.5,13.41666667,29.75,0.583333333,2.083333333,0,5.7,1,1,A,640,280,1237,27843.75,3814.583333
Y,23600,0,0,1,V6H1P4,1,0,424.9141667,0.02,476.2808333,,0.0375,,0,0,0,7.333333333,50.33333333,1.25,2.25,0,3,0,-2,D,750,370,1612,31830.66667,3161.290323
Y,23658,31,0,1,V2R5L7,1,1,0,780.6375,833.9875,20678.4075,2189.043333,115205.745,0,0,2.083333333,5.5,86.5,6.833333333,8.166666667,0,6,0,2,A,2700,890,3770,29513.33333,2806.060606
N,23681,32,0,1,V2X5X9,1,1,1537.540833,864.6233333,2021.2475,,13.44333333,,0,0,0.25,9.666666667,88,6.5,8.666666667,0,3.6,1,1,D,500,,,31252,5309.52381
Y,23686,48,0,1,V4S1A9,1,1,1693.353333,1706.3225,9442.888333,3240.42,24876.46917,114535.3217,0,0,3.333333333,7.416666667,84.41666667,3.583333333,1.083333333,0,7.3,1,-1,B,2330,800,4178,30899.14163,3067.346939
Y,23710,44,0,1,V4S1A9,1,0,183.3041667,5.416666667,252.135,1921.692857,29617.05429,119439.5525,0,0,18,1.583333333,27.66666667,1.333333333,0,0,5,-2,-3,B,2330,800,4178,30899.14163,3067.346939
Y,23722,37,1,0,V6E3Z8,1,1,1366.530833,1286.551667,4017.4475,,1187.5,80974.21667,0,0,0.583333333,10.41666667,23.08333333,0.583333333,8,0,5.6,-2,-2,C,490,220,975,30726.53061,3118.75
N,23735,62,1,0,V6H3T7,1,1,565.825,812.9558333,1500.020833,6191.413333,0,,0,0,2,9.416666667,17.83333333,2.75,10.25,0,5,0,0,D,680,330,1905,42635.29412,5764.102564
N,23752,28,0,1,V6G2K6,1,1,117.9958333,239.2608333,427.0116667,6165.4075,125.2791667,,0,0,0,15.83333333,20.41666667,0.75,9.083333333,0,5,0,-1,D,280,90,418,26967.85714,3000
N,23759,38,0,1,V2R3X8,1,0,611.6425,39.96083333,668.2008333,16767,520.37,170067.1867,0,0,1.416666667,16.83333333,44.33333333,0,5.5,0,5,2,1,B,12070,4080,16395,28209.27921,3466.356589
N,23761,62,0,1,V5J2W2,1,0,4023.499167,2067.144167,6319.643333,,91508.14417,,0,0,0.833333333,8.166666667,21.41666667,9.25,5.916666667,0,4,0,0,C,300,140,588,30893.33333,3177.777778
Y,23836,36,0,1,V7L2P4,1,1,1338.946667,732.05,2123.089167,5981.78,0,,0,0,0.166666667,23.08333333,17.08333333,1.166666667,6.583333333,0,5,0,0,D,630,260,1301,37368.25397,3734.146342
Y,23905,36,1,0,V5E4L1,1,1,2050.346667,196.9591667,9620.694167,3118.493,9114.335833,137005.4075,0,0,5.416666667,5.416666667,24.91666667,1.75,4.25,0,6.7,0,-5,A,1170,,,32664.10256,1537.254902
N,23927,46,0,1,V4C5B2,0,0,0,0,55.49,,9049.9025,38989.7025,0,0,0,0,0,0.5,0,0,5,0,0,B,990,360,1322,29047.47475,1167.567568
Y,23987,44,0,1,V7C2H9,1,1,473.0791667,0,565.6891667,,19002.03333,199252.9392,0,0,1,0.583333333,0,0.5,0.833333333,0,5,0,0,B,440,180,863,27309.09091,3000
Y,24011,36,0,1,V6K4S8,1,1,2692.6225,379.5283333,3141.433333,,5434.830833,296289.0118,0,0,0.916666667,9.416666667,25.66666667,6.416666667,7,0,4.9,0,0,B,660,400,2381,47659.09091,9009.52381
Y,24013,44,1,0,V5V2T1,1,1,181.375,332.5866667,526.5541667,,2827.484167,191821.2392,0,0,1.75,1.75,0.416666667,1.166666667,0,0,4.9,1,0,C,940,410,1597,23661.70213,2684.745763
Y,24021,25,1,0,V5V2K5,1,0,121.6433333,225.555,398.0983333,,1087.430833,,0,0,4.333333333,6.666666667,3.083333333,3.083333333,1.083333333,0.25,4,0,0,D,640,260,1177,27078.125,2962.5
Y,24026,31,1,0,V6M3W6,1,0,0,258.9644444,1912.300833,21212.46444,6104.690833,,0,0,3.166666667,8.916666667,30.75,3.5,2.583333333,0,5.6,2,3,A,570,200,1174,42421.05263,10025.92593
Y,24039,35,0,1,V3H3R7,1,1,29.77666667,15.88916667,739.5066667,1166.559,2221.66375,99035.58667,0,0,3.666666667,6.666666667,31.33333333,0.666666667,3.666666667,0,5.8,-2,-3,C,900,390,1926,40227.77778,2121.621622
Y,24048,57,1,0,V7H2J8,1,0,16867.455,83.90833333,80765.72583,,0,,0,0,5.083333333,0.583333333,1.916666667,2.416666667,2.5,0,5,0,-1,D,630,310,1754,39776.19048,3677.5
N,24086,34,1,0,V1M2N1,1,1,478.3066667,0,530.1341667,,652.175,207822.5633,1,0,0.333333333,6.333333333,32.83333333,4.083333333,6.583333333,0.083333333,3.3,1,1,A,13750,5740,27944,37751.63636,3879.678363
Y,24102,32,0,1,V3B2V7,1,1,1594.188333,911.6,2765.494167,2027.706667,112.1791667,,0,0,0.333333333,3.166666667,7.25,3.333333333,2.166666667,0,5,1,1,D,150,60,291,33806.66667,4825
N,24116,46,0,1,V3T5V5,1,0,4614.1175,922.2441667,8049.478333,,0,58972.34333,0,0,1.833333333,0,0,1.25,0,0,6,0,2,D,870,180,544,24341.37931,2573.333333
Y,24156,29,0,1,V2V5S6,1,0,1679.66,2460.2425,2565.053333,13450.6075,0,173108.22,1,1,2.416666667,8.583333333,18.33333333,1.333333333,0,0,3.6,2,5,D,710,190,529,26678.87324,975
Y,24191,51,0,1,V5R4V7,1,0,3126.470833,1.9575,9852.990833,20120.9575,2810.965,272492.3346,0,0,12.33333333,4.5,3,1.833333333,0.166666667,0,5.9,0,-1,A,900,380,1381,23246.66667,1690.909091
N,24261,37,0,1,V3W0K7,1,0,0.366666667,8275.033333,9513.671667,,0.200833333,,0,0,2.166666667,0,0,0,0,0,4.2,0,0,D,1610,440,1611,21022.36025,1292.592593
N,24262,56,1,0,V8P4K2,1,0,3613.0225,4689.344167,16224.42,,267.7158333,193368.3867,0,1,22.5,2.416666667,37.91666667,6.166666667,0,0,5.6,1,4,D,510,200,802,27535.29412,3361.538462
Y,24274,40,0,1,V5M3Z4,1,0,3.6,0.09,56.5275,,345.9908333,,0,0,0.5,0.583333333,1.083333333,1.083333333,0.75,0,4,0,0,E,490,230,932,26928.57143,2430
N,24279,35,0,1,V6R2X6,1,1,872.2941667,1062.093333,13022.84333,14721.45,0,,0,0,0.916666667,10.58333333,21.75,3.25,5.166666667,0,4.5,1,2,D,570,260,1621,48482.45614,5173.809524
Y,24300,33,0,1,V5Y1S5,1,1,3354.409167,5957.2425,19495.855,,6463.645,,1,0,1.916666667,4.25,27.25,4.833333333,6.166666667,0,4,0,0,D,640,300,1434,37010.9375,2517.391304
N,24317,27,1,0,V4B5L2,1,0,693.0008333,517.7483333,1261.491667,,195.5041667,,0,0,0.166666667,11.66666667,20.33333333,3.666666667,11.58333333,0,4,0,0,D,500,210,1123,37176,5394.285714
N,24322,53,0,1,V3C4M8,1,1,1855.285,1642.985,9696.2625,,5129.2675,,1,0,2.666666667,8.166666667,2.666666667,0.083333333,0,0,3.6,2,2,D,700,300,1412,36565.71429,2550
Y,24349,38,1,0,V6H1J1,1,1,11805.32,1302.134167,13158.13667,,16312.56,,1,0,0.416666667,1.5,3.916666667,2.5,2,0,3.4,1,2,D,560,320,1583,47542.85714,4634.615385
N,24354,28,1,0,V3V2W1,1,0,136.4683333,382.9683333,541.9291667,,91.18583333,,0,0,0.083333333,0,0.166666667,0,0,0,4,0,0,D,380,140,533,24336.84211,2287.5
Y,24356,39,0,1,V6Z2P8,1,1,1553.278333,1155.139167,2799.7125,,27818.1625,517521.8773,1,0,3.5,3.916666667,6.75,0.166666667,0.666666667,0,4.3,1,2,A,520,270,1650,57000,10285
N,24402,24,1,0,V2V4L1,1,0,22.87583333,254.99,328.5483333,,348.0041667,,0,0,0.5,7.083333333,25.66666667,0.083333333,0,0,4,0,0,D,430,,,25660.46512,4911.111111
Y,24407,44,0,1,V3C2E5,1,1,6280.655,0,6390.1375,5710.860833,13591.8775,283542.99,0,0,2.166666667,9.916666667,38.16666667,5.75,0,0,6,0,1,A,580,260,1333,35750,3696.428571
Y,24410,33,1,0,V5N3T9,1,1,3793.571818,1339.243333,19106.62833,,26.3375,233147.6363,1,1,1.5,2.083333333,1.333333333,0.25,5.083333333,0,5.3,0,1,D,890,350,1341,23059.55056,2669.387755
Y,24517,46,1,0,V7L2A7,1,0,0.016666667,0,376.6408333,,98067.845,,0,0,3.333333333,0,0,0.5,0.083333333,0,4,0,-1,A,580,280,1039,37436.2069,3022.222222
Y,24572,39,0,1,V6E4M8,1,1,2033.588333,1434.559167,3612.1475,20222.98583,155.2475,226850.5233,0,0,0.166666667,4.833333333,36.58333333,1.916666667,3.75,0,6,0,0,A,320,170,894,36740.625,2400
Y,24595,52,1,0,V6K1L6,0,0,3777.1525,7668.0375,11497.8225,,0,64157.83,0,0,2.666666667,0,0,9.416666667,0,0,5,0,0,B,640,340,1530,34818.75,4593.939394
Y,24659,55,1,0,V3L3J4,1,1,752.035,126.8516667,939.6466667,,50.86083333,,0,0,0,2.083333333,5.333333333,2.583333333,0,0,4,0,0,D,580,,,34339.65517,2156
Y,24677,32,0,1,V4C3L6,1,1,1242.483333,114.2466667,1413.66,34933.93167,0,120061.6692,1,0,1.833333333,9.5,77.5,5.583333333,2.583333333,0.166666667,5.5,1,0,A,870,320,1234,27424.13793,1620.689655
Y,24692,24,1,0,V6Z1B1,1,0,1610.471667,2177.925,3113.441667,4165.3075,32.2475,,0,0,0.333333333,9.666666667,11,2.25,2.916666667,0,4.8,1,1,D,340,170,837,35688.23529,2358.333333
Y,24804,26,0,1,V3W6J5,1,0,397.6908333,122.0914286,1680.098333,35274.77,8926.25,,0,0,4.25,12.66666667,5.666666667,0.916666667,8.5,0,3.9,-1,1,A,810,290,987,28144.44444,1755.555556
N,24814,54,0,1,V3G2Y8,1,1,6230.425,4942.485,11243.7525,,0.631666667,,0,0,0.333333333,4.5,24.66666667,4.75,8.25,0,4,0,0,D,9350,3630,17502,33861.06952,3897.393365
Y,24960,24,1,0,V6M1P6,1,1,0,647.1208333,652.8508333,,3431.951,,1,0,0.833333333,2.416666667,6.083333333,1.333333333,1.833333333,0,4,0,2,D,460,180,1080,35958.69565,10796.15385
Y,25003,36,1,0,V5M1J1,1,0,164.6633333,0,281.2483333,4698.646667,291.835,,0,0,2.333333333,14.33333333,52.5,7.083333333,2.166666667,0,5,0,-2,D,820,350,1439,25404.87805,2459.649123
N,25010,35,0,1,V2X4R9,0,0,8228.955,0,8379.041667,,447.6391667,80048.28417,0,0,1,0,0,0.083333333,0,0,5,0,0,A,640,,,31259.375,3207.692308
N,25035,38,0,1,V5N3X8,1,1,606.9408333,4.28,686.7658333,8550.60625,422.04,,0,0,5.583333333,4.5,2.5,1.333333333,0.25,0,4.6,-1,-1,D,1000,420,1640,23361,2650
N,25072,47,1,0,V5H4S2,1,0,377.8658333,0,440.6958333,,444.58,44451.4325,0,0,2.083333333,0.083333333,0,0.333333333,0,0,5,0,0,D,750,390,2227,38518.66667,5270.588235
Y,25075,35,1,0,V6K2L7,1,1,2295.164167,9.585,2429.896667,,0,,0,0,0,5.083333333,2.916666667,9.083333333,0,0,4,0,0,D,610,300,1710,43504.91803,4786.111111
Y,25223,64,0,1,V2P8A2,1,1,985.3083333,2769.899167,3759.04,46998.44333,0,183750.2692,0,0,6.833333333,0.25,26.16666667,9.666666667,0,0,5.9,1,0,A,510,210,1091,30664.70588,4654.83871
Y,25248,32,1,0,V2R3G9,1,1,1369.608333,2224.415,3644.938333,,138.525,107014.265,0,0,1.833333333,16.41666667,14.58333333,4.25,4.833333333,0,5,0,0,D,12070,4080,16395,28209.27921,3466.356589
Y,25274,55,0,1,V5N1H7,1,0,3530.221667,4.67,7820.033333,1006.11,0,,0,0,6.416666667,4,11.66666667,3.75,2.5,0,4.4,-2,-9,D,940,360,1376,26831.91489,2815.384615
Y,25330,45,0,1,V3H4X9,0,0,22.16454546,2635.099167,2748.186667,,56190.21546,210699.5667,1,0,2.583333333,0,0,0.583333333,0,0,5,0,3,A,690,310,1955,48931.88406,5169.69697
Y,25344,20,1,0,V3N4L9,1,0,361.5991667,139.3408333,550.9475,,2.67,,0,0,0.75,11.33333333,49.58333333,1.416666667,2.25,0.083333333,4,0,0,D,1170,,,27151.28205,1095
Y,25353,43,1,0,V5R3R1,1,1,537.1308333,5241.901429,3897.651667,,7.9575,,0,0,1.5,10.58333333,6.5,0.583333333,0,0,3.8,0,0,D,1140,520,2530,28039.47368,2771.428571
Y,25384,40,0,1,V4N3J4,1,0,1371.440833,0,1488.508333,,4338.515,,0,0,3.666666667,2.75,17.66666667,6.25,6.333333333,0,4,0,0,D,650,240,1199,31381.53846,2890.625
N,25417,50,0,1,V3V8A4,1,0,0,0.676666667,245.0341667,,19816.68333,221532.3342,0,0,0.333333333,3.666666667,1.583333333,0,0.75,0,5,0,0,E,1010,310,1075,22497.0297,1121.95122
Y,25424,35,0,1,V3N1T7,1,1,282.18,291.7558333,981.3575,2000.2175,101.4066667,152472.7133,0,1,1.75,10.75,45.16666667,3.25,10.08333333,0,6,0,-2,D,1040,,,23634.61539,1858.333333
Y,25431,46,1,0,V5L4A3,1,0,7003.87,109.16,75499.835,,0,,1,0,2.25,9.916666667,5.333333333,4.25,1.083333333,0,5,0,-3,C,480,150,557,23650,2788.888889
Y,25481,32,0,1,V4A1G1,1,0,922.5366667,0,6519.784167,6164.13,6223.585,,0,0,1.833333333,8.25,18.91666667,3.25,1.583333333,0,4.8,-2,-8,A,570,260,1799,43577.19298,6985.106383
Y,25483,44,0,1,V6K1R7,1,1,1805.816667,36.13,3090.199167,,0,,0,0,0.333333333,2.25,16.75,0.416666667,1.416666667,0,4.7,-1,-1,D,750,410,2178,41342.66667,2782.352941
N,25495,42,0,1,,1,1,1506.4,0,1966.895,,1374.274167,,0,0,1.5,1.166666667,15.66666667,2.25,4.916666667,0,4,0,0,D,,,,,
N,25496,40,0,1,V3R0Z8,1,1,1426.590833,1029.955833,4885.169167,,3943.495,,0,0,5.416666667,5.166666667,27.41666667,5.166666667,11.66666667,0,4.2,-1,-2,D,1150,240,1148,24031.30435,1267.741936
N,25503,39,0,1,V2X0X1,1,1,531.5783333,0,675.5708333,,3251.5575,172222.8255,0,0,0.583333333,6.75,9.583333333,12.83333333,0.083333333,0,4.9,-1,-2,A,1090,440,1515,31418.34862,1873.170732
Y,25548,29,0,1,V3W3H4,1,1,863.6391667,2407.183333,7529.838333,,1056.502,,1,0,2.333333333,2.083333333,1.083333333,0.416666667,1.333333333,0,4.5,1,3,D,600,230,782,28220,1720
Y,25549,35,1,0,V3K5V8,1,0,625.4841667,791.9666667,1704.366667,,3369.38625,,1,0,5.75,7,26.83333333,2.666666667,0,0,4.1,0,0,D,780,250,999,26164.10256,2231.034483
N,25567,49,0,1,V5J3V6,1,0,111.4775,0,13694.7475,,148.5508333,450106.0142,0,0,1.416666667,1.416666667,0,0,0,0,6,0,1,A,700,220,881,23095.71429,3240
N,25568,61,0,1,V5J1Y5,1,1,422.6108333,4165.006667,4770.7575,,614.5375,,0,0,0.416666667,5.5,32.41666667,3.583333333,4.583333333,0,4,0,0,D,750,280,1198,25388,4018.867925
N,25573,40,0,1,V6E1P8,1,0,491.2533333,46.26166667,595.7025,41.26,87.2775,,0,0,0.5,5.666666667,7.083333333,0.583333333,2.5,0,4,0,-1,D,420,180,932,30516.66667,4906.25
Y,25585,23,1,0,V5P1M9,1,1,1956.515,234.7891667,2245.331667,,1930.99375,,1,0,3.916666667,9.666666667,16,0.583333333,4.75,0,3.8,1,1,D,1010,460,1763,22211.88119,3359.493671
N,25586,32,1,0,V5P1M9,1,1,4156.2075,7476.81,15284.58,,6.136666667,,0,0,4.5,2.333333333,1.666666667,0.666666667,6.916666667,0,5.1,-2,-2,D,1010,460,1763,22211.88119,3359.493671
Y,25591,45,0,1,V7G1J7,1,0,5463.7325,1352.278333,25236.73583,,127.9666667,,0,0,4.166666667,0.416666667,3.5,6.416666667,2.75,0,5.4,-1,0,C,680,330,1809,45894.11765,5769.444444
N,25623,37,0,1,V7M3M8,1,1,293.3725,2214.495,2567.7125,,920.7458333,,0,0,1.666666667,7.666666667,17.58333333,1.083333333,8.416666667,0,4,0,0,D,160,390,1578,35131.25,2200
N,25630,53,1,0,V3N2J6,1,0,50.01833333,0,109.4,,1190.0175,,0,0,0.333333333,1.416666667,3.75,6.333333333,10.75,0,4,0,0,D,960,,,23006.25,1621.621622
Y,25641,28,1,0,V7R1C8,1,0,326.435,139.2733333,7181.385833,,8974.52,,0,0,1.166666667,9.166666667,14.41666667,1.166666667,2.75,0,4.9,-1,1,A,530,240,1381,44541.50943,4844.736842
N,25662,38,1,0,V3V1G2,1,0,397.095,823.5608333,1305.315833,16564.775,26.31666667,,0,0,1.083333333,10.5,54.5,4.083333333,6.833333333,0,5,0,1,D,170,50,185,25694.11765,2100
Y,25664,24,1,0,V5N2T7,1,0,7937.8975,757.6883333,8758.610833,,0,107436.2933,1,1,2.166666667,0.583333333,2.333333333,1,2.25,0,4.2,2,2,D,800,280,985,21352.5,2637.209302
Y,25676,39,0,1,V6K1R7,1,1,4651.524167,8374.411667,8892.1225,,1185.736667,,0,0,0.25,9.083333333,3.833333333,5.833333333,7,0,3.6,1,1,D,750,410,2178,41342.66667,2782.352941
N,25687,27,1,0,V5A4G9,1,0,1131.04,598.967,2513.6275,,51.95583333,,0,0,0.333333333,12,42.75,1.5,15.5,0,3.9,-2,-6,D,920,380,1509,32379.34783,1550
Y,25703,25,1,0,V2X1R4,1,1,462.6758333,17.83916667,547.0825,,2892.365,,0,0,0.833333333,6.416666667,6.166666667,1.166666667,0,0,4,0,0,D,670,310,1434,30638.80597,2115
N,25711,49,0,1,V6R3C7,1,0,1947.31125,19935.81125,147361.8413,,0,141322.9225,0,0,3.5,5.75,13.5,3,8.125,0,6,,,A,460,220,1361,45310.86957,5635.294118
N,25735,23,0,1,V2T5J6,1,0,560.7891667,30.38777778,634.8925,,301.52,,0,0,5.916666667,3.583333333,22.33333333,0.666666667,4.333333333,0,3.9,1,3,A,24490,7350,27942,24255.20621,3195.428571
Y,25755,47,1,0,V7S2T4,1,1,6428.344167,28532.766,55260.44083,,335911.9942,,0,0,0.833333333,4.25,15.58333333,7.416666667,7.166666667,0,3,0,3,E,390,210,1841,47723.07692,12273.80952
Y,25891,49,0,1,V3H1L7,1,1,5899.790833,0,6013.300833,,0,,1,0,1.916666667,1.666666667,0.083333333,0,0,0,3.2,1,1,D,750,280,1117,28038.66667,1993.548387
Y,25929,45,1,0,V3B7S2,1,1,236.47,416.6666667,707.9116667,22319.82,5863.265455,,0,0,1.583333333,14.91666667,60.16666667,3,4.083333333,0,4,0,1,D,900,400,1804,31255.55556,4391.549296
N,25975,64,0,1,V7T2N7,0,0,517.8225,918.6325,73038.86667,,8207.326667,246606.7942,0,0,3.166666667,0,0,4.916666667,0,0,6,0,0,B,200,210,1235,50765,12333.33333
N,25983,65,0,1,V5H3R2,0,0,28.68666667,0,462.0141667,,1167.469167,,0,0,0.416666667,0,0,0.25,0,0,4,0,0,E,660,220,998,23871.21212,3540.425532
Y,26009,43,0,1,V5N1G3,1,1,0,258.3958333,429.1083333,,23284.46,184262.2858,0,0,1.333333333,6.666666667,34.33333333,4.333333333,8.833333333,0,5,0,0,C,900,320,1242,23858.88889,2776.31579
Y,26012,42,0,1,V6P4T7,1,1,0,135.6216667,210.6766667,,15544.94917,,0,0,2.25,8.916666667,0,7.5,6.916666667,0,4,0,0,C,920,390,1289,27444.56522,3439.68254
N,26021,58,0,1,V5P3A5,0,0,3825.8525,0,14681.51917,3715.73,221.2391667,234653.3908,0,0,10.25,0,0,2.666666667,0,0,6.2,-2,-2,A,790,350,1336,23693.67089,2887.719298
Y,26034,53,0,1,V5S1L3,1,0,43.33416667,0,120.8875,,6817.669167,284639.544,0,1,1.833333333,0,0,0.333333333,0,0,4.5,1,2,D,630,290,1224,26388.88889,4300
Y,26064,31,1,0,V5K1E8,1,1,1875.8025,0.73,1932.7225,,65.44916667,,0,0,0.25,12.58333333,18.16666667,1.083333333,10.25,0,4,0,0,D,820,360,1436,25797.56098,2780.392157
Y,26066,50,0,1,V6J3B1,1,0,3471.060833,341.2466667,8337.968333,,0,,0,0,1.166666667,4.583333333,3.166666667,4,0.916666667,0,5,0,-2,D,11090,,,67859.60325,15139.31145
